id,full_name,email,role,team_id,joined_at
5e0dea69-a4af-4ed3-b0a6-523e41bb8eed,Dr. Stephen Strange,stephen.strange@cloudnexus.com,ML Research Scientist,9bd2429d-97a1-448c-9708-26c06d13cd01,2024-04-15T08:30:00
a79e2c2d-0c72-4002-ade6-b64e25e23b0d,Wanda Maximoff,wanda.maximoff@cloudnexus.com,ML Engineer,9bd2429d-97a1-448c-9708-26c06d13cd01,2024-06-20T09:00:00
96185a79-a148-49c1-aded-c6943660cd58,Vision AI,vision.ai@cloudnexus.com,Senior ML Engineer,9bd2429d-97a1-448c-9708-26c06d13cd01,2024-05-25T10:00:00
6af95ff2-3b0a-444c-a416-6b765635b61b,Peter Parker,peter.parker@cloudnexus.com,ML Engineer,9bd2429d-97a1-448c-9708-26c06d13cd01,2024-07-15T09:30:00
b2f82396-7595-4e66-a4bd-0f2b5f5ff076,Dr. Bruce Banner,bruce.banner@cloudnexus.com,ML Architect,9bd2429d-97a1-448c-9708-26c06d13cd01,2024-04-01T08:00:00
2a8dccb7-8450-47c6-8218-0f4235872798,Carol Danvers,carol.danvers@cloudnexus.com,Customer Success Manager,f9080448-9b10-4271-827a-1d19f0859c30,2024-05-10T09:00:00
218cc156-bbfb-46f8-b7a6-c6e4c124b3ee,Sam Wilson,sam.wilson@cloudnexus.com,Customer Success Engineer,f9080448-9b10-4271-827a-1d19f0859c30,2024-06-25T10:00:00
d4e8d404-f20f-4e80-beff-4d818926945f,Bucky Barnes,bucky.barnes@cloudnexus.com,Technical Account Manager,f9080448-9b10-4271-827a-1d19f0859c30,2024-07-05T09:30:00
c70b02ef-4ff8-4952-a5ef-8ffe46a2fc5c,Scott Lang,scott.lang@cloudnexus.com,Support Engineer,f9080448-9b10-4271-827a-1d19f0859c30,2024-08-10T10:15:00
4e5f9565-32a1-41a4-8a27-a7c3fb9710de,Hope Van Dyne,hope.vandyne@cloudnexus.com,VP Customer Success,f9080448-9b10-4271-827a-1d19f0859c30,2024-04-10T08:30:00
e2cb9599-142a-452b-9298-fbc835299c35,Carolyn Rodriguez,carolyn.rodriguez@acme.com,Marketer,team-19,2022-03-12 17:33:27.645651
30498429-6ae8-4e44-b614-b792e81ab508,Thomas Cooper,thomas.cooper@acme.com,Engineer,team-19,2024-07-25 17:33:27.645651
89575840-bc95-4076-94df-a437ccf0afc0,David Bell,david.bell@acme.com,Designer,team-11,2019-04-18 17:33:27.645651
843278bb-f879-4217-8e87-5eaa183ea602,Cory Owen,cory.owen@acme.com,Ops,team-3,2024-05-12 17:33:27.645651
a4554e6e-ce89-410f-bd1c-dfbec2c42b7c,Douglas Anderson,douglas.anderson@acme.com,Designer,team-7,2023-12-13 17:33:27.645651
2e0c471a-a680-4162-9779-f0bb139896bc,Natasha Sharp,natasha.sharp@acme.com,Product Manager,team-17,2017-11-21 17:33:27.647661
779a217b-d757-4281-b7b7-aa206d214915,Leah Bell,leah.bell@acme.com,Product Manager,team-10,2025-11-03 17:33:27.647661
3dc4184c-d7a0-4477-8cdf-412adda1c1a6,Jessica Holland,jessica.holland@acme.com,Product Manager,team-7,2019-03-13 17:33:27.647661
d15a0a38-aaf6-4e3f-8689-184525cdbc6e,Ryan Morris,ryan.morris@acme.com,Ops,team-10,2024-09-14 17:33:27.647661
ef3a844c-a06f-4aff-877d-2c8b259b173d,Julie Wallace,julie.wallace@acme.com,Engineer,team-17,2018-02-21 17:33:27.647661
85babf4d-cff8-418e-9b59-40e01d2f914e,Michael Rodriguez,michael.rodriguez@acme.com,Product Manager,team-15,2018-09-04 17:33:27.647661
d11490b8-eab0-4447-87b3-f530a4d614b5,Jeffrey Dixon,jeffrey.dixon@acme.com,Engineer,team-16,2023-10-02 17:33:27.647661
12d2b6cf-9faa-42e9-bfb9-f2ba7fd6e254,Mark Hart,mark.hart@acme.com,Ops,team-19,2015-11-02 17:33:27.647661
657e4e96-ae95-4bdd-b0dd-9a4a352a3a8d,Christopher Finley,christopher.finley@acme.com,Marketer,team-8,2022-10-25 17:33:27.647661
2e699f80-26d2-4c2b-a47d-0d2f35872939,Sherry Griffin,sherry.griffin@acme.com,Engineer,team-14,2018-03-21 17:33:27.647661
64170e0c-824b-4a32-be63-fdafc45846b7,Diana Vargas,diana.vargas@acme.com,Engineer,team-9,2020-01-19 17:33:27.647661
0083d5c9-d143-4581-8cdc-b90a7aae7485,Jamie Anderson,jamie.anderson@acme.com,Marketer,team-16,2022-09-19 17:33:27.647661
40e17c82-ae0f-42b2-9279-52b936c606a7,Karen Chavez,karen.chavez@acme.com,Designer,team-13,2024-04-17 17:33:27.647661
c4319acf-77eb-4a54-8d1c-333775fa1c5b,Trevor Petty,trevor.petty@acme.com,Ops,team-10,2016-09-12 17:33:27.647661
6776e304-8539-4d6a-844a-764f14aa4c66,Tina Carter,tina.carter@acme.com,Designer,team-9,2018-12-20 17:33:27.647661
4fa39955-d1d4-4e4e-8bea-6f1eb47f9ede,Mark Brown MD,mark.brown.md@acme.com,Ops,team-7,2023-06-26 17:33:27.647661
3ee27d24-0482-4bde-85ba-9b0afb92df10,Elizabeth Erickson,elizabeth.erickson@acme.com,Ops,team-5,2024-03-23 17:33:27.647661
eeaedb43-6a23-47ca-8ad7-a43ae71ce7b7,Elizabeth Thomas,elizabeth.thomas@acme.com,Ops,team-4,2022-03-16 17:33:27.649669
1c533d06-c056-414e-8066-0b9f1bdc7d50,Jeremy Johnson,jeremy.johnson@acme.com,Designer,team-18,2020-03-06 17:33:27.649669
4446d680-e2dd-40a8-adb6-dddc56e36af4,Charles Clark,charles.clark@acme.com,Designer,team-14,2024-05-28 17:33:27.649669
f838d915-dfdf-4df1-91af-c84120f15b90,Jennifer Allen,jennifer.allen@acme.com,Designer,team-7,2016-08-05 17:33:27.649669
9c469143-ba7c-48c6-bfe9-8f4b77b2310c,Kristen Powell,kristen.powell@acme.com,Engineer,team-12,2022-09-29 17:33:27.649669
572d9ecb-3d05-459e-a2d3-9634ca78fa0e,Jason Dixon,jason.dixon@acme.com,Designer,team-16,2022-10-08 17:33:27.649669
7391804e-737e-4afe-923b-fd7f618fc692,Mary Hughes,mary.hughes@acme.com,Ops,team-9,2018-09-12 17:33:27.649669
cb5bec5a-25e8-4189-b345-ee560a3be1aa,Ashley Tanner,ashley.tanner@acme.com,Marketer,team-17,2019-10-05 17:33:27.649669
5de6823f-17d1-492b-81e2-40b4497f8bb0,Arthur King,arthur.king@acme.com,Engineer,team-3,2017-10-31 17:33:27.649669
3c368d29-c346-4e3e-b36a-653acc9eb906,Casey Medina DDS,casey.medina.dds@acme.com,Engineer,team-9,2025-04-14 17:33:27.649669
fc670356-90ca-4625-b0e5-5cf1149d8581,Richard Hines,richard.hines@acme.com,Designer,team-2,2016-03-20 17:33:27.649669
46d80ebe-7f74-4016-b166-5074d2162170,Aaron Grant,aaron.grant@acme.com,Marketer,team-5,2020-08-23 17:33:27.649669
ba85c64f-4955-427a-9f8a-f77eb2e1ed24,Haley Hughes,haley.hughes@acme.com,Engineer,team-10,2022-12-04 17:33:27.649669
bd50fba0-2530-41ee-8b5c-52a909daa7d1,Donna Ingram,donna.ingram@acme.com,Designer,team-5,2021-08-12 17:33:27.649669
18965191-75de-4ff4-9d85-3233a37e6746,Michelle Robinson,michelle.robinson@acme.com,Engineer,team-16,2023-06-17 17:33:27.649669
90d66c07-c085-4eb1-bb19-c40b73adcc5a,Austin Harrison,austin.harrison@acme.com,Ops,team-16,2020-06-24 17:33:27.649669
762a0246-9cd0-418f-a357-b0944eefede2,Kaitlyn Barton,kaitlyn.barton@acme.com,Designer,team-13,2025-03-27 17:33:27.649669
902c19e3-0332-4675-843b-2279ce3769ce,Jerry Williams,jerry.williams@acme.com,Marketer,team-12,2019-12-06 17:33:27.649669
227352f8-00e9-4fa1-9a5e-b7f89385a927,Breanna George,breanna.george@acme.com,Engineer,team-15,2025-12-26 17:33:27.651675
5ca389cb-efe5-483a-a893-ef7caa76172f,Beth Gibson,beth.gibson@acme.com,Engineer,team-2,2023-03-12 17:33:27.651675
f60d3534-af35-41f5-8b4c-c9f712eb00e7,Andrew Gonzalez,andrew.gonzalez@acme.com,Designer,team-18,2017-09-16 17:33:27.651675
5b40a3ba-a2c0-4e9d-a473-dc375e769fd9,Bobby Walker,bobby.walker@acme.com,Marketer,team-10,2024-12-02 17:33:27.651675
07975b34-bdbe-41e6-a6e7-a740a740d5f8,Jeffrey Cooper,jeffrey.cooper@acme.com,Marketer,team-19,2017-09-30 17:33:27.651675
86eff9e1-e65b-4733-b019-f2a40f833a6a,Jason Mcgee,jason.mcgee@acme.com,Engineer,team-10,2016-04-10 17:33:27.651675
395dc624-5f3a-4119-b83a-9b4c2e52f360,Samuel Jackson,samuel.jackson@acme.com,Ops,team-10,2023-11-28 17:33:27.651675
e2c2daba-cecc-4fb4-93c4-6eeae840f4a0,Jennifer David,jennifer.david@acme.com,Marketer,team-0,2020-09-08 17:33:27.651675
baeaaf7b-33f9-4972-b64f-e3d8150178f0,Stacy Mcbride,stacy.mcbride@acme.com,Ops,team-8,2022-07-01 17:33:27.651675
c9d9e5c1-7e6b-42b4-9130-6ed5eae90ecf,Ashley Rios,ashley.rios@acme.com,Engineer,team-2,2025-08-30 17:33:27.651675
4662d992-595b-4123-8474-c9842a7d004c,John Lyons,john.lyons@acme.com,Designer,team-5,2018-01-05 17:33:27.651675
de60441d-e829-45d1-a7f8-592b07aa2860,Michael Owens,michael.owens@acme.com,Ops,team-6,2017-11-10 17:33:27.651675
ab727051-7f64-4bf4-9ed9-bfe2439ddf8c,Bridget Salas,bridget.salas@acme.com,Ops,team-2,2023-03-02 17:33:27.651675
89b9348f-c260-4c9d-b4e9-03188cea1961,Angela Clark,angela.clark@acme.com,Designer,team-6,2020-05-16 17:33:27.651675
b080fa13-5f9d-4d04-b672-3b849faf1ce4,Denise King,denise.king@acme.com,Product Manager,team-9,2022-01-24 17:33:27.651675
3bdd87ef-55e9-4375-8ef1-2ac5812cc4b6,Mr. Paul Smith MD,mr..paul.smith.md@acme.com,Marketer,team-13,2021-06-08 17:33:27.651675
2f838cd5-961f-4639-8bc2-b005354e3bcd,Betty Stuart,betty.stuart@acme.com,Marketer,team-7,2016-11-03 17:33:27.651675
a8fe8286-f049-44ab-90c7-02d72ece7b9f,Jeff Boyer,jeff.boyer@acme.com,Marketer,team-8,2025-06-01 17:33:27.651675
9a19c88c-2dec-4672-aa83-472de945998f,Bradley Donaldson,bradley.donaldson@acme.com,Product Manager,team-2,2022-06-09 17:33:27.651675
3ff5d0ce-5343-4b6c-8761-4aaef1766329,David Glover,david.glover@acme.com,Designer,team-2,2019-08-31 17:33:27.651675
a50f69b2-edd3-4621-bf9c-884baf2faa0a,Joseph Bowman,joseph.bowman@acme.com,Product Manager,team-19,2024-12-13 17:33:27.651675
92246bc3-46b4-4013-995d-d845b32862c2,Cheryl Hayes,cheryl.hayes@acme.com,Product Manager,team-19,2024-11-29 17:33:27.651675
ff73ca96-954c-4818-86fc-ca501cc836d5,Michael Gilbert,michael.gilbert@acme.com,Product Manager,team-16,2018-04-10 17:33:27.651675
ce0d8855-2d63-46b5-8f7b-bcdae138827b,Mr. David Morton,mr..david.morton@acme.com,Ops,team-1,2025-06-10 17:33:27.651675
da7faf0f-bfde-400c-837c-451fe76c2454,Mrs. Natalie Maldonado,mrs..natalie.maldonado@acme.com,Marketer,team-12,2025-10-15 17:33:27.651675
8ff08acb-277c-4ac9-b7f4-a3414ba741c1,Erika Schaefer,erika.schaefer@acme.com,Designer,team-13,2017-12-08 17:33:27.651675
94287b75-e884-4ce9-9562-8a364fd8caea,Jose Smith,jose.smith@acme.com,Designer,team-14,2018-03-24 17:33:27.651675
27b646e1-12f2-4d32-ad5e-59658bd2bc5a,Mr. Robert Mendez,mr..robert.mendez@acme.com,Designer,team-8,2021-07-08 17:33:27.651675
68cebca0-0b5d-4d2f-b513-ce7808c7abe8,Elizabeth Reyes,elizabeth.reyes@acme.com,Designer,team-16,2022-09-13 17:33:27.651675
82000fa4-d712-46d4-b526-47cff4bfa07d,Jessica Hays,jessica.hays@acme.com,Engineer,team-19,2018-02-04 17:33:27.651675
91ca5311-04bc-48c5-9e87-a4d577641224,Brittney Fernandez,brittney.fernandez@acme.com,Marketer,team-5,2021-05-24 17:33:27.651675
edee8f52-c013-4b3b-b81e-df7bbf4fc117,Roy Obrien,roy.obrien@acme.com,Ops,team-0,2024-02-17 17:33:27.651675
9aa9fade-248a-4feb-92a7-63e47169e09e,Matthew Saunders,matthew.saunders@acme.com,Designer,team-12,2024-02-29 17:33:27.651675
a99b9b62-d122-4c4a-bc74-6e59dc624194,Madison Pham,madison.pham@acme.com,Designer,team-4,2022-12-16 17:33:27.651675
13d2f63b-0e95-4daf-aba9-c7d5dbb4d228,Katelyn Fry,katelyn.fry@acme.com,Ops,team-4,2022-03-09 17:33:27.651675
e9432fce-73b7-405b-8b7d-f5a1f3487610,Jacob Webb,jacob.webb@acme.com,Engineer,team-0,2017-10-19 17:33:27.651675
b030b0a6-4de1-48fb-9a80-e8f07e4d3961,Janet Jones,janet.jones@acme.com,Engineer,team-14,2019-05-03 17:33:27.651675
a547fb6f-4033-43a9-94ec-c5babbcdb47c,Suzanne Yu,suzanne.yu@acme.com,Product Manager,team-1,2018-08-11 17:33:27.651675
77090963-e98e-48e1-b746-e680784e71f7,Christopher Cobb,christopher.cobb@acme.com,Product Manager,team-14,2025-01-08 17:33:27.651675
4203b215-8a07-4eae-a37a-6dda26207e17,David West,david.west@acme.com,Designer,team-14,2025-01-23 17:33:27.651675
0a1eec85-8de6-4317-8614-1b03d58bab35,Patricia Allen,patricia.allen@acme.com,Product Manager,team-8,2016-05-17 17:33:27.651675
c7b1224f-2246-4e90-9faf-d36c69aeaeed,Jennifer Smith,jennifer.smith@acme.com,Designer,team-12,2019-10-13 17:33:27.651675
f7a11dfe-2bb6-450a-8952-97963fb26b3e,Eric Lucas,eric.lucas@acme.com,Engineer,team-19,2018-09-13 17:33:27.651675
5a56dc04-6e53-4451-80b6-fc1b387afd38,Cole Randolph,cole.randolph@acme.com,Designer,team-18,2017-06-01 17:33:27.651675
0a52475f-4455-47f9-a4db-9d0210430708,Michael Calderon MD,michael.calderon.md@acme.com,Ops,team-15,2024-07-01 17:33:27.651675
da1d1614-780d-4ec0-99f1-2fe37a9a1cb7,Erin George,erin.george@acme.com,Engineer,team-15,2025-03-01 17:33:27.651675
747d5cef-5f89-4417-a74e-aba3f791d646,Tracy Garcia,tracy.garcia@acme.com,Designer,team-3,2019-07-15 17:33:27.651675
6c1b9aed-496c-48c1-98b3-39c6188b5ad2,Angela Burnett,angela.burnett@acme.com,Product Manager,team-10,2020-03-18 17:33:27.651675
5f685151-8c24-42be-bb74-1314236ded3e,Jennifer Cruz,jennifer.cruz@acme.com,Designer,team-16,2021-06-27 17:33:27.651675
5de0c9b1-f1dc-41b9-b74d-7d5029201bc4,Patricia Choi,patricia.choi@acme.com,Ops,team-7,2018-12-08 17:33:27.651675
f67654b4-28fd-4107-941b-1527095471b5,Christine Wilkerson,christine.wilkerson@acme.com,Marketer,team-11,2025-08-20 17:33:27.651675
e18be967-575c-474d-bad1-dafb8dda06c5,Savannah Stanley,savannah.stanley@acme.com,Designer,team-18,2018-01-12 17:33:27.651675
c0897420-d521-4c22-9f92-d1892c70d2f1,Ronald Rodriguez,ronald.rodriguez@acme.com,Ops,team-6,2023-08-27 17:33:27.651675
423f5021-1c39-4906-b760-c28156269f8a,Ronnie Brewer,ronnie.brewer@acme.com,Engineer,team-4,2018-10-06 17:33:27.651675
361da858-92ea-4bdf-b778-e99d72081d07,Gabrielle Williams,gabrielle.williams@acme.com,Ops,team-16,2024-06-19 17:33:27.651675
5b24b596-bf0a-454d-80a5-356bb899cb26,Krystal Taylor,krystal.taylor@acme.com,Engineer,team-17,2019-06-25 17:33:27.651675
af0ed1d7-9f1b-414d-bab8-bdcb7b3c5ab7,Kenneth Sutton,kenneth.sutton@acme.com,Ops,team-2,2023-12-20 17:33:27.651675
62442392-2442-4433-8974-845f9fe265da,Nancy Yoder,nancy.yoder@acme.com,Engineer,team-1,2024-12-31 17:33:27.651675
93f25534-fc30-455d-9edc-3f0748e57ee2,Crystal Wilson,crystal.wilson@acme.com,Ops,team-6,2016-07-01 17:33:27.651675
218c197e-6556-4994-ac85-c69ec04b0051,Julie Gutierrez,julie.gutierrez@acme.com,Product Manager,team-13,2021-11-15 17:33:27.651675
b516bab0-d294-4bb8-b6d3-77c2bfcb3f1d,Darren Winters,darren.winters@acme.com,Product Manager,team-12,2022-02-17 17:33:27.651675
f1679681-b9a9-490d-8cb5-7cba0f1fc353,Charles Parker,charles.parker@acme.com,Product Manager,team-18,2017-03-06 17:33:27.651675
c50206c0-bb27-4edb-ac49-3a955aaaa387,Destiny Brady,destiny.brady@acme.com,Marketer,team-18,2024-12-09 17:33:27.651675
31846db3-0109-4d1f-8556-da8b46e8fa8d,Natalie Mclaughlin,natalie.mclaughlin@acme.com,Engineer,team-17,2022-05-19 17:33:27.651675
fe48723b-5b7c-4398-80b0-053881d63930,Whitney Wilkinson,whitney.wilkinson@acme.com,Designer,team-14,2020-10-04 17:33:27.651675
072e6f0e-06b4-4e29-b260-78da2f363c54,Megan Wilkinson,megan.wilkinson@acme.com,Ops,team-15,2021-05-05 17:33:27.651675
0454f1ce-d4fd-4835-bcb7-fc6178195336,Kaitlin Mendoza,kaitlin.mendoza@acme.com,Engineer,team-6,2019-07-29 17:33:27.651675
30bcc5a1-cb30-480d-a7da-a4c6eb9d1f86,Cynthia French,cynthia.french@acme.com,Designer,team-8,2015-08-25 17:33:27.651675
b9e309d8-932d-4a45-b4d8-80421058c4d8,Terry Peterson,terry.peterson@acme.com,Ops,team-12,2020-06-12 17:33:27.651675
29969b88-c656-4063-8092-25e2305f4a4c,Michael Leon,michael.leon@acme.com,Product Manager,team-6,2016-03-27 17:33:27.651675
